name,address,lat,lon,coordinate_source,outdoor_seating,outdoor_seating_source,category,osm_type,osm_id,osm_name,osm_address,osm_outdoor_seating_raw,google_place_id,google_name,google_address,google_outdoor_seating,google_price_level,google_price_range,google_rating,google_user_rating_count,google_maps_uri,google_match_distance_m,google_match_name_similarity
Bootleggers Craft Beer Bar - Frederiksberg,"Falkoner Alle 17, 2000 Frederiksberg",55.6806744,12.5337702,osm,yes,osm+google,bar,node,9454954545,Bootleggers,,yes,ChIJp_eYsRRTUkYRohHt4sdvl_Y,Bootleggers Craft Beer Bar - Frederiksberg,"Falkoner Alle 17, 2000 Frederiksberg",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.5,418,https://maps.google.com/?cid=17768793759109943714&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.8,0.431
Bootleggers Islands Brygge,"Njalsgade 19D, 2300 København",55.6665173,12.5804102,osm,yes,google,bar,node,13317995047,Bootleggers Bryggen,,,ChIJbWQqvZhTUkYRuxHOY9Q9Vzg,Bootleggers Islands Brygge,"Njalsgade 19D, 2300 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.6,226,https://maps.google.com/?cid=4059781571514601915&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,0.5,0.8
Bootleggers Nørrebro,"Rantzausgade 22, 2200 København",55.6863168,12.5505493,osm,yes,google,bar,node,10808075090,Bootleggers Nørrebro,,,ChIJQW_55o9TUkYR5mzYW0V8nPs,Bootleggers Nørrebro,"Rantzausgade 22, 2200 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.4,127,https://maps.google.com/?cid=18130502837222272230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.9,1.0
Bootleggers Vesterbro,"Istedgade 130, 1650 København",55.6681772,12.5494792,osm,yes,google,bar,node,430486590,Bootleggers Vesterbro,,,ChIJFfZHz1RTUkYR-vqsIdjUMCM,Bootleggers Vesterbro,"Istedgade 130, 1650 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.5,65,https://maps.google.com/?cid=2535760614952598266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.8,1.0
Borgerkroen,"Borgergade 132, 1300 København",55.686467,12.5876904,osm,yes,osm+google,bar,node,1443471679,Borgerkroen,,yes,ChIJN0tOLh9TUkYRf_sRQAA6Tsw,Borgerkroen,"Borgergade 132, 1300 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.2,437,https://maps.google.com/?cid=14721768004670061439&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.6,1.0
Bottega Barlie,"Fredericiagade 78, 1310 København",55.6872315,12.5856002,osm,yes,google,cafe,node,6689617065,Botega Barlie,,,ChIJk22jy6tTUkYRwnyT2qK-xu0,Bottega Barlie,"Fredericiagade 78, 1310 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.4,365,https://maps.google.com/?cid=17133591439038708930&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.7,0.963
Bottega Estadio,"Gunnar Nu Hansens Pl. 9, 2100 København",55.7047665,12.5742647,osm,yes,osm+google,cafe,node,3738120003,Bottega Estadio,,yes,ChIJN9fOMyZTUkYRybc_aTLpwEM,Bottega Estadio,"Gunnar Nu Hansens Pl. 9, 2100 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""700""}}",4.1,224,https://maps.google.com/?cid=4882158398793037769&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.6,1.0
Bottega di Graziano,"Værnedamsvej 10, 1619 København",55.6736854,12.5500395,osm,yes,google,restaurant,node,12950418900,Bottega di Graziano,,,ChIJPa7f6a5TUkYR9GsnazGZtBI,Bottega di Graziano,"Værnedamsvej 10, 1619 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""1000""}}",4.1,29,https://maps.google.com/?cid=1347870626020813812&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.9,1.0
Boulebar,"Allegade 8, 2000 Frederiksberg",55.6757179,12.5331011,osm,yes,google,bar,node,12929967039,Boulebar Allegade,,,ChIJCSAAITRTUkYRCk6ADDvAYvM,Boulebar,"Allegade 8, 2000 Frederiksberg",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}}",4.8,221,https://maps.google.com/?cid=17537791258779471370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.6,0.64
Boulebar Nørregade,"Nørregade 18, 1165 København",55.680944,12.571343,osm,yes,osm,bar,node,4489479205,Boulebar Sankt Petri,,sidewalk,ChIJDys04g9TUkYR5-zzept4frs,Boulebar Nørregade,"Nørregade 18, 1165 København",,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.3,1417,https://maps.google.com/?cid=13510368541336136935&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.1,0.579
Boulevardcafeen,"Sønder Blvd. 76, 1720 København",55.6654227,12.5488293,osm,yes,google,bar,node,4515551975,Boulevarden,,,ChIJuQ0hOnZTUkYRwvDm9_YqyW8,Boulevardcafeen,"Sønder Blvd. 76, 1720 København",True,PRICE_LEVEL_INEXPENSIVE,,4.2,92,https://maps.google.com/?cid=8055016648738271426&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.5,0.846
Boulevarden129,"Amager Boul. 129, 2300 København",55.6660287,12.5976758,osm,yes,google,bar,node,4004309539,Boulevard Bodega,,,ChIJ721V2EdTUkYRLMo5rpBGRnE,Boulevarden129,"Amager Boul. 129, 2300 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}}",4.4,228,https://maps.google.com/?cid=8162288961867860524&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.5,0.667
Boutique Emilia,"Frederiksholms Kanal 4, kl.th, 1220 København",55.6759052,12.5749447,osm,yes,osm+google,restaurant,node,12913519841,Boutique Emilia,,yes,ChIJabtByUVTUkYRgiNlxHfBJJ0,Boutique Emilia,"Frederiksholms Kanal 4, kl.th, 1220 København",True,,,4.9,325,https://maps.google.com/?cid=11323388083256501122&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.8,1.0
Brdr. Price Tivoli,"Vesterbrogade 3, 1553 København",55.6741644,12.5679346,osm,yes,google,restaurant,node,4020117778,Brdr. Price i Tivoli,,,ChIJ1U8ZfxJTUkYRAYl-9EywBHw,Brdr. Price Tivoli,"Vesterbrogade 3, 1553 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""800""}}",3.6,1182,https://maps.google.com/?cid=8936461405175843073&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.4,0.944
Breto Creperie,"Landemærket 7, 1119 København",55.6817616,12.57581,osm,yes,osm+google,cafe,node,12823251561,Breto,,yes,ChIJmTkYZNdTUkYR7I7lCZz4Y-k,Breto Creperie,"Landemærket 7, 1119 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.8,259,https://maps.google.com/?cid=16817558782596189932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.5,0.526
BrewPub Copenhagen,"Vestergade 29, 1456 København",55.6770836,12.5694678,osm,yes,google,restaurant,node,4018777291,Brew Pub København Restaurant,,,ChIJO-oSAw5TUkYRXXLAeZ8XsQ0,BrewPub Copenhagen,"Vestergade 29, 1456 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.3,1250,https://maps.google.com/?cid=986595767080743517&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,9.0,0.553
BrewPub Copenhagen,"Vestergade 29, 1456 København",55.6771072,12.5694984,osm,yes,google,pub,node,281787637,Brew Pub,,,ChIJO-oSAw5TUkYRXXLAeZ8XsQ0,BrewPub Copenhagen,"Vestergade 29, 1456 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.3,1250,https://maps.google.com/?cid=986595767080743517&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.6,0.538
Brooklyn Bar,"Toldbodgade 3, 1253 København",55.6799959,12.5914182,osm,yes,google,restaurant,node,4331285862,Brooklyn Bar,,,ChIJX8xq0yJTUkYRc-kHIcPlgrw,Brooklyn Bar,"Toldbodgade 3, 1253 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.2,249,https://maps.google.com/?cid=13583672052338387315&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.3,1.0
Brunch Istanbul,"Valby Langgade 177, 2500 København",55.66874,12.4951154,osm,yes,osm+google,cafe,node,3999367661,Brunch Istanbul,,yes,ChIJrySEGOVTUkYREsv4i_Jz08Q,Brunch Istanbul,"Valby Langgade 177, 2500 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4,607,https://maps.google.com/?cid=14182807137087441682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,8.4,1.0
Bryggerens Spisekammer,"Dipylontårnet på Carlsberg, Bag Elefanterne 20, 1799 København",55.667332,12.5335335,osm,yes,google,restaurant,node,12833708898,Bryggerens Spisekammer,,,ChIJW5CqQ5FTUkYRefM_jewYRDs,Bryggerens Spisekammer,"Dipylontårnet på Carlsberg, Bag Elefanterne 20, 1799 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""600""}}",3.9,650,https://maps.google.com/?cid=4270565750915199865&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.5,1.0
Brønnum,"August Bournonvilles Passage 1, 1055 København",55.6796959,12.5867673,osm,yes,osm+google,cafe,node,4430760863,Brønnum,,yes,ChIJyRBE5RdTUkYR9NSijjO2Qn0,Brønnum,"August Bournonvilles Passage 1, 1055 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.2,847,https://maps.google.com/?cid=9025976935756518644&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.6,1.0
Brønshøj Borgerkro,"Frederikssundsvej 128, J, 2700 København",55.7052697,12.504513,osm,yes,osm+google,pub,node,4176224501,Brønshøj Borger Kro,,yes,ChIJyyr02itSUkYRRTPfXW3iYTU,Brønshøj Borgerkro,"Frederikssundsvej 128, J, 2700 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.5,68,https://maps.google.com/?cid=3846604516105335621&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.1,0.973
Bulko,"Ny Carlsberg Vej 38, St.Tv, 1760 København",55.666567,12.539532,osm,yes,osm,restaurant,node,7206690636,Bulko,,yes,ChIJY3KHCbtTUkYRvVqONlPjcgI,Bulko,"Ny Carlsberg Vej 38, St.Tv, 1760 København",,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}}",4.5,391,https://maps.google.com/?cid=176453281957960381&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.7,1.0
Bullseye,"Amagerbrogade 30, 2300 København",55.6646895,12.5999346,osm,yes,google,bar,node,7833198996,Bullseye,,,ChIJe-KP8wpTUkYRUwjAYX2zLC8,Bullseye,"Amagerbrogade 30, 2300 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.3,110,https://maps.google.com/?cid=3399289169850140755&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,9.9,1.0
Buna & Co.,"Vesterbrogade 108, 1620 København",55.6715977,12.5452675,osm,yes,google,cafe,node,13476696704,Buna & Co. Vesterbrogade,,,ChIJzynImUxTUkYR-gpoEVBTfwE,Buna & Co.,"Vesterbrogade 108, 1620 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",5,280,https://maps.google.com/?cid=107896519434701562&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,10.1,0.611
Buna & Co.,"Vesterbrogade 108, 1620 København",55.6716295,12.5454058,osm,yes,google,cafe,node,5879928595,Sponsored by coffee,,,ChIJzynImUxTUkYR-gpoEVBTfwE,Buna & Co.,"Vesterbrogade 108, 1620 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",5,280,https://maps.google.com/?cid=107896519434701562&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.9,0.333
Burger Garage Vesterbro,"Halmtorvet 18, 1700 København",55.6705683,12.5603892,osm,yes,osm+google,cafe,node,8693127007,Burger Garage,,yes,ChIJKa9nOjpTUkYR20jzlG0BElA,Burger Garage Vesterbro,"Halmtorvet 18, 1700 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.2,673,https://maps.google.com/?cid=5769675642777061595&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.7,0.722
Burgerklubben,"Smallegade 8, 2000 Frederiksberg",55.6787369,12.5318062,osm,yes,google,restaurant,node,12071658272,Yue,,,ChIJAzzlXLxTUkYRzDP6mGJ7ctg,Burgerklubben,"Smallegade 8, 2000 Frederiksberg",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.1,643,https://maps.google.com/?cid=15596664122940994508&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.8,0.25
Byens Forlag og Bogcafé,"Istedgade 102, 1650 København",55.6689188,12.551967,osm,yes,google,cafe,node,4328324001,Byens Bogcafé Vesterbro,,,ChIJeaWdu7tUUkYRH--jFi8JTcU,Byens Forlag og Bogcafé,"Istedgade 102, 1650 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.9,398,https://maps.google.com/?cid=14217029696526479135&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.6,0.545
Bygul,"Egilsgade 20, kl, 2300 København",55.665826,12.578507,osm,yes,osm,bar,node,4004309540,Amager Bryghus Taproom Bryggen,,yes,ChIJ5SCW7cpTUkYRuHpxJaT3cY0,Bygul,"Egilsgade 20, kl, 2300 København",,,,5,1,https://maps.google.com/?cid=10192199716091034296&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,8.6,0.229
BÅDEN,"Wilders Pl. 15c, 1403 København",55.6758785,12.5943305,osm,yes,osm+google,cafe,node,10928222987,Cafe bådklubben,,yes,ChIJ8VGJF19TUkYRFP2-9Gzgwjw,BÅDEN,"Wilders Pl. 15c, 1403 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.8,176,https://maps.google.com/?cid=4378308546324790548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,50.7,0.5
Bæst,"Guldbergsgade 29, 2200 København",55.692219,12.555909,osm,yes,osm+google,restaurant,node,3659148934,Bæst,,yes,ChIJfXsI359TUkYRXn0Fbeq4Uy0,Bæst,"Guldbergsgade 29, 2200 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""700""}}",4.2,2849,https://maps.google.com/?cid=3266157471764675934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,14.8,1.0
CIRCOLO,"Gl. Kongevej 74D, st. 2, 1850 Frederiksberg",55.6742463,12.5517912,osm,yes,google,restaurant,node,9280775697,Circolo,,,ChIJzRkSk1xTUkYRhuF9GhJxF5E,CIRCOLO,"Gl. Kongevej 74D, st. 2, 1850 Frederiksberg",True,,,3.9,140,https://maps.google.com/?cid=10454949382531703174&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.0,1.0
COFFICE Coffee,"Holmbladsgade 71, 2300 København",55.666649,12.6108445,osm,yes,google,cafe,node,12954825396,Coffice,,,ChIJOS2NawBTUkYRDBXHCoZOBPY,COFFICE Coffee,"Holmbladsgade 71, 2300 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",5,103,https://maps.google.com/?cid=17727380370850518284&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,22.6,0.667
Cafe 5-øren,"Amagerbrogade 170, 2300 København",55.6534169,12.6108332,osm,yes,google,cafe,node,3404320519,Cafe5-øren,,,ChIJx7btPa2sU0YRYWpzmilnpwY,Cafe 5-øren,"Amagerbrogade 170, 2300 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.3,280,https://maps.google.com/?cid=479465313720822369&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,9.2,0.952
Cafe Bageriet,"Haraldsgade 44, 2100 København",55.7058703,12.5534412,osm,yes,osm+google,bar,node,12912596452,Cafe Bageriet,,yes,ChIJcY-ge1BSUkYRiwR0JIC22sw,Cafe Bageriet,"Haraldsgade 44, 2100 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",3.8,65,https://maps.google.com/?cid=14761311390143874187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.7,1.0
Cafe Bjerget,"Bispebjerg Torv 8, 2400 København",55.7163864,12.5318912,osm,yes,google,cafe,node,3392492480,Bjerget,,,ChIJDa5m7T5SUkYRlaLC18s_ANQ,Cafe Bjerget,"Bispebjerg Torv 8, 2400 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.2,388,https://maps.google.com/?cid=15276280080771490453&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.7,0.737
Cafe Blå Time,"Store Kongensgade 36, 1264 København",55.6826376,12.5864454,osm,yes,osm+google,cafe,node,1497193833,Cafe Blå Time,,yes,ChIJzxShWxhTUkYR4tS8m1GGrJI,Cafe Blå Time,"Store Kongensgade 36, 1264 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.3,459,https://maps.google.com/?cid=10568970110595028194&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.8,1.0
Cafe Bryggeriet,,55.6654768,12.5388859,osm,yes,osm,bar,node,745576449,Cafe Bryggeriet,,yes,,,,,,,,,,,
Cafe Cantinos,"Tagensvej 204, 2400 København",55.713946,12.535047,osm,yes,google,restaurant,node,3989110696,Cantinos,,,ChIJUza2tDhSUkYR7s8-O8wrBFI,Cafe Cantinos,"Tagensvej 204, 2400 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.3,353,https://maps.google.com/?cid=5909896767184228334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.7,0.762
Cafe Chillz,"Store Kongensgade 89, 1264 København",55.6863395,12.5892621,osm,yes,google,cafe,node,12838475034,Chillz Ice & Coffee,,,ChIJwcH0uV5TUkYRE8FxLGaCwlQ,Cafe Chillz,"Store Kongensgade 89, 1264 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",5,211,https://maps.google.com/?cid=6107587420011741459&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.8,0.375
Cafe Ciré,"Valby Langgade 58, 2500 København",55.6665053,12.5148218,osm,yes,osm+google,cafe,node,282821186,Cafe Ciré,,yes,ChIJF2B5tpJTUkYRKpVXpDAr_OI,Cafe Ciré,"Valby Langgade 58, 2500 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",3.8,1215,https://maps.google.com/?cid=16355995434618426666&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.8,1.0
Cafe Claudio,"Hvidovrevej 137, 2650 Hvidovre",55.6533496,12.4749436,osm,yes,osm+google,cafe,node,13167820316,Cafe Enzo,,sidewalk,ChIJe-lU4AFUUkYRz4f60YeWLzI,Cafe Claudio,"Hvidovrevej 137, 2650 Hvidovre",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4,551,https://maps.google.com/?cid=3616274535889405903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.8,0.571
Cafe Claudio,"Hvidovrevej 137, 2650 Hvidovre",55.6536089,12.4748242,osm,yes,google,cafe,node,12954825389,Cafe Claudio,,,ChIJe-lU4AFUUkYRz4f60YeWLzI,Cafe Claudio,"Hvidovrevej 137, 2650 Hvidovre",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4,551,https://maps.google.com/?cid=3616274535889405903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.5,1.0
Cafe Damsø,"Jydeholmen 45, 2720 København",55.6849767,12.4854659,osm,yes,google,bar,node,4565750915,Damsø cafe,,,ChIJM4KmgWFRUkYRnPVuSuMAZaY,Cafe Damsø,"Jydeholmen 45, 2720 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.1,78,https://maps.google.com/?cid=11989990559150175644&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.1,0.5
