name,address,lat,lon,coordinate_source,outdoor_seating,outdoor_seating_source,category,osm_type,osm_id,osm_name,osm_address,osm_outdoor_seating_raw,google_place_id,google_name,google_address,google_outdoor_seating,google_price_level,google_price_range,google_rating,google_user_rating_count,google_maps_uri,google_match_distance_m,google_match_name_similarity
"""Susets Køkken"" på Hvidovre havn","Hvidovre Strandvej 31H, 2650 Hvidovre",55.6251353,12.4971276,osm,yes,google,restaurant,node,3930752862,Susets Køkken,,,ChIJyf9VGkdUUkYRrmRoR8UPkPQ,"""Susets Køkken"" på Hvidovre havn","Hvidovre Strandvej 31H, 2650 Hvidovre",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4,408,https://maps.google.com/?cid=17622602681881748654&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.6,0.605
1105,"Kristen Bernikows Gade 4, 1105 København",55.68047,12.582208,osm,yes,google,bar,node,8090448342,Cocktail Bar 1105,,,ChIJVx5KYhdTUkYR-dRWFvTOXQI,1105,"Kristen Bernikows Gade 4, 1105 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.5,426,https://maps.google.com/?cid=170519908652078329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,11.5,0.381
1656,"Gasværksvej 33, 1656 København",55.669926,12.558393,osm,yes,osm,bar,node,7833009689,Cocktail Bar 1656,,yes,ChIJhVatfHNTUkYRDymMqZTtqPA,1656,"Gasværksvej 33, 1656 København",,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.6,815,https://maps.google.com/?cid=17341371587945572623&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.7,0.381
20 Grams,"Rosengården 13, 1174 København",55.6822653,12.572321,osm,yes,osm+google,cafe,node,6710880670,20 grams,,yes,ChIJX5tRC51TUkYR6wFplecY5oI,20 Grams,"Rosengården 13, 1174 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.5,1278,https://maps.google.com/?cid=9432253852497281515&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.7,1.0
22 Kitchen & Bar,"Sortedam Dossering 21, 2200 København",55.689065,12.564651,osm,yes,google,cafe,node,1463845914,Cafe 22,,,ChIJdz1ANwFTUkYRCjxMISEjlSk,22 Kitchen & Bar,"Sortedam Dossering 21, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",3.9,1202,https://maps.google.com/?cid=2996339752284470282&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.1,0.16
42Raw,"Pilestræde 32, 1112 København",55.6806747,12.5805375,osm,yes,google,cafe,node,1628402614,42 Raw Pilestræde,,,ChIJc6fCUBdTUkYRTCUQ0mnnxYw,42Raw,"Pilestræde 32, 1112 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.1,1128,https://maps.google.com/?cid=10143768177403766092&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.4,0.455
ARKET CAFÉ,"Møinichen Mansion, Købmagergade 33, 1150 København",55.6804778,12.578049,osm,yes,osm+google,cafe,node,6039131318,Arket cafe,,yes,ChIJt3QtvL5TUkYREyT4ykBRKeY,ARKET CAFÉ,"Møinichen Mansion, Købmagergade 33, 1150 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.6,61,https://maps.google.com/?cid=16584876441493578771&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.2,0.947
Aamanns Genbo,"Kildepladsen 6, 1799 København",55.6656322,12.53716,osm,yes,osm+google,cafe,node,10918330245,Aamanns Genbo,,yes,ChIJLRGQcspTUkYR1z5I78g30o8,Aamanns Genbo,"Kildepladsen 6, 1799 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""600""}}",4.5,226,https://maps.google.com/?cid=10363407028680408791&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.0,1.0
Aamanns Replik,"Sankt Annæ Pl. 36, 1252 København",55.6796993,12.5949778,osm,yes,osm+google,restaurant,node,9109551236,Restaurant Replik,,yes,ChIJp6id1E5TUkYR3AXBKUK87ug,Aamanns Replik,"Sankt Annæ Pl. 36, 1252 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""600""}}",4,314,https://maps.google.com/?cid=16784559853610796508&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,10.4,0.645
Abegrotten,"Tinghuset 44A, 1440 København",55.6732684,12.5991873,osm,yes,osm+google,cafe,node,4414786938,Abegrotten,,yes,ChIJI1pRijlTUkYR5Wtt7DXNxew,Abegrotten,"Tinghuset 44A, 1440 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.7,191,https://maps.google.com/?cid=17061268394846546917&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.8,1.0
Absalon Bar,"Helgolandsgade 15, 1653 København",55.6717046,12.5617535,osm,yes,google,bar,node,5075577872,Absalon Bar,,,ChIJQ486EeZTUkYRP8_vR1zCW8M,Absalon Bar,"Helgolandsgade 15, 1653 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.3,19,https://maps.google.com/?cid=14077058761876295487&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,15.6,1.0
Akropolis v/Georgios Vusios,"H. C. Ørsteds Vej 70, 1879 Frederiksberg",55.6843632,12.5515978,osm,yes,google,restaurant,node,281544325,Akropolis,,,ChIJdTjEhqhTUkYR1XrVBxeTMoU,Akropolis v/Georgios Vusios,"H. C. Ørsteds Vej 70, 1879 Frederiksberg",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.5,383,https://maps.google.com/?cid=9597895483004910293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.2,0.5
Alaska Kaffe,"Studiestræde 21, 1455 København",55.6785752,12.569646,osm,yes,google,cafe,node,12917889937,AlaskaKaffe,,,ChIJ2REbYIdTUkYRvKT77tLLmdI,Alaska Kaffe,"Studiestræde 21, 1455 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.8,92,https://maps.google.com/?cid=15175384526214636732&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.4,0.957
Alexanders Bistro,"Ottilia Jacobsens Pl. 1, 1799 København",55.6672661,12.5315743,osm,yes,google,restaurant,node,9824301025,Alexanders bistro,,,ChIJ83QljktTUkYR0gHCASX-8n0,Alexanders Bistro,"Ottilia Jacobsens Pl. 1, 1799 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""600""}}",4.2,475,https://maps.google.com/?cid=9075595634001707474&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.5,1.0
Alice,"Markmandsgade 1, Amagerbrogade 5, 2300 København",55.6684182,12.5970178,osm,yes,osm+google,cafe,node,5125941663,Alice,,yes,ChIJU1WydDhTUkYRDf7foyosUiQ,Alice,"Markmandsgade 1, Amagerbrogade 5, 2300 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.5,591,https://maps.google.com/?cid=2617202895105293837&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.7,1.0
Alle Tiders,"Onkel Dannys Pl. 9, 1711 København",55.670035,12.5605229,osm,yes,google,restaurant,node,12582044465,Alle Tiders,,,ChIJ1Uu-YK9TUkYRZhvY7mH7xEM,Alle Tiders,"Onkel Dannys Pl. 9, 1711 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.2,111,https://maps.google.com/?cid=4883304294013999974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.8,1.0
Allé Kroen,"Alleen 56A, 2770 Kastrup",55.6363595,12.6476265,osm,yes,google,restaurant,node,6710880660,Allé Kroen,,,ChIJEfLb21WrU0YRHvw83PioqYs,Allé Kroen,"Alleen 56A, 2770 Kastrup",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.2,414,https://maps.google.com/?cid=10063760629136423966&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,9.4,1.0
Alléenberg,"Allegade 4, 2000 Frederiksberg",55.6752681,12.5328906,osm,yes,osm+google,pub,node,277703258,Alléenberg,,yes,ChIJ3a3LZ71TUkYRUXm1y2qBBy4,Alléenberg,"Allegade 4, 2000 Frederiksberg",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.1,363,https://maps.google.com/?cid=3316761946265844049&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.5,1.0
Almanak i Operaen,"Ekvipagemestervej 10, 1438 København",55.6819231,12.601622,osm,yes,google,restaurant,node,9156264742,Almanak i Operaen,,,ChIJzdDi5DxTUkYRg8tsbX81BcE,Almanak i Operaen,"Ekvipagemestervej 10, 1438 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""1000""}}",4.2,492,https://maps.google.com/?cid=13908581845616610179&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.9,1.0
Alpehytten,"Gothersgade 33, 1123 København",55.682048,12.582457,osm,yes,google,bar,node,8119069621,Alpehytten,,,ChIJ8V4Y6xlTUkYRWY_mD0VNxyg,Alpehytten,"Gothersgade 33, 1123 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4,124,https://maps.google.com/?cid=2938402240897388377&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,11.9,1.0
Amager Bryghus Taproom Nørreport,"Nørre Voldgade 27, 1358 København",55.6843528,12.5728215,osm,yes,google,bar,node,5401946315,Amager Bryghus Taproom,,no,ChIJ_fXTbHNTUkYR1qE1HI_Im7I,Amager Bryghus Taproom Nørreport,"Nørre Voldgade 27, 1358 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.5,617,https://maps.google.com/?cid=12870100877120479702&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,8.0,0.815
Amager Pub,"Amagerbrogade 31, 2300 København",55.6656607,12.5994898,osm,yes,google,cafe,node,899219759,Café Amager,,,ChIJq6r6ZUhTUkYRW3ENYUFibvo,Amager Pub,"Amagerbrogade 31, 2300 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.2,329,https://maps.google.com/?cid=18045468789860823387&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.5,0.6
Ambassaden & Konsulatet,"Dag Hammarskjölds Allé 7, 2100 København",55.6937622,12.5833449,osm,yes,osm+google,restaurant,node,4583923961,Ambassaden og Konsulatet,,yes,ChIJd2uEQ-JSUkYRnmw6N7KglxM,Ambassaden & Konsulatet,"Dag Hammarskjölds Allé 7, 2100 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""700""}}",4.6,166,https://maps.google.com/?cid=1411773695495138462&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.8,0.898
Americas Grill /El México,"Nikolaj Plads 24, 1067 København",55.6789726,12.5806061,osm,yes,google,restaurant,node,7207037423,Las americas,,,ChIJrxa5PBdTUkYRr7mbNfzhc6o,Americas Grill /El México,"Nikolaj Plads 24, 1067 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",3.6,515,https://maps.google.com/?cid=12282409082116880815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.6,0.444
Anarkist Bar,"Bernstorffsgade 7, 1577 København",55.6728484,12.5667755,osm,yes,google,bar,node,9094826517,Anarkist,,,ChIJBWtWRM5TUkYRuXhEizFWZyM,Anarkist Bar,"Bernstorffsgade 7, 1577 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.3,580,https://maps.google.com/?cid=2551102484718581945&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.2,0.8
Ancestrale,"Oehlenschlægersgade 12, st th, 1663 København",55.671211,12.5496708,osm,yes,google,bar,node,4593377199,Ancestrale,,,ChIJN0Oi3p9TUkYR3Ga-A93UDII,Ancestrale,"Oehlenschlægersgade 12, st th, 1663 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""800""}}",4.4,260,https://maps.google.com/?cid=9371098970366830300&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.3,1.0
Andersen & Maillard,"Nørrebrogade 62, 2200 København",55.6903643,12.5550855,osm,yes,osm+google,cafe,node,5418412773,Andersen og Maillard,,yes,ChIJYe9uWEhSUkYRrfz6VFPzf5M,Andersen & Maillard,"Nørrebrogade 62, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.4,1999,https://maps.google.com/?cid=10628481184851229869&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.2,0.878
Anker,"Mozarts Pl. 1A, 2450 København",55.6486359,12.5349255,osm,yes,osm+google,cafe,node,12042126583,Anker Sydhavnen,,yes,ChIJeWHjMgBVUkYRXVIi1BNEDho,Anker,"Mozarts Pl. 1A, 2450 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.8,38,https://maps.google.com/?cid=1877512946614162013&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.2,0.5
Anløbet,"Christian Langes Pl. 16, 2450 København",55.655179,12.5605662,osm,yes,google,bar,node,9777920489,Anløbet - F & B Engholmene,,,ChIJ232HKjpTUkYRnBJncq9ok_E,Anløbet,"Christian Langes Pl. 16, 2450 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.6,49,https://maps.google.com/?cid=17407372087465022108&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.2,0.424
Apollo Bar,"Nyhavn 2, 1051 København",55.680021,12.588415,osm,yes,osm+google,cafe,node,4721221755,Apollo Bar,,yes,ChIJLerE_xdTUkYRPqu7rhma1X0,Apollo Bar,"Nyhavn 2, 1051 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",3.7,634,https://maps.google.com/?cid=9067322859876756286&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.1,1.0
Apotek 57,"Fredericiagade 57, 1310 København",55.6869333,12.5859298,osm,yes,osm+google,cafe,node,8087849735,Apotek 57,,yes,ChIJMVBVX5NTUkYRj4MX5a_xqIQ,Apotek 57,"Fredericiagade 57, 1310 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.1,944,https://maps.google.com/?cid=9559155946858972047&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,10.8,1.0
April,"Pilestræde 39, 1112 København",55.6810254,12.5796196,osm,yes,osm+google,cafe,node,13092719509,Sustainable Profile,,yes,ChIJ3zwobABTUkYR23rFe4h12pI,April,"Pilestræde 39, 1112 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.6,245,https://maps.google.com/?cid=10581899503512943323&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,8.7,0.417
Arabica,"Blågårdsgade 12, 2200 København",55.6868567,12.5589006,osm,yes,google,cafe,node,9094826563,IO,,,ChIJic9pbwdTUkYR9fwtoKR7sOg,Arabica,"Blågårdsgade 12, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.6,304,https://maps.google.com/?cid=16767037359692578037&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,22.7,0.222
Arabica,"Blågårdsgade 12, 2200 København",55.6870731,12.5588274,osm,yes,google,cafe,node,13657822401,Arabica,,,ChIJic9pbwdTUkYR9fwtoKR7sOg,Arabica,"Blågårdsgade 12, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.6,304,https://maps.google.com/?cid=16767037359692578037&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.8,1.0
Aristo Restaurant,"Islands Brygge 4, 2300 København",55.6692418,12.5791679,osm,yes,google,restaurant,node,307614875,Aristo,,,ChIJgfjG0GpTUkYRp8sjLfe4vlY,Aristo Restaurant,"Islands Brygge 4, 2300 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""800""}}",4,564,https://maps.google.com/?cid=6250636704590580647&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,11.3,0.522
Ark,"Nørre Farimagsgade 63, 1364 København",55.6852177,12.5682623,osm,yes,google,restaurant,node,5677773649,Ark,,no,ChIJA_-cUgRTUkYR2S4zKT6ne94,Ark,"Nørre Farimagsgade 63, 1364 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1000""}}",4.6,1035,https://maps.google.com/?cid=16031591183976443609&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,9.0,1.0
Aroii - Nørrebro,"Guldbergsgade 21, 2200 København",55.6919155,12.5571412,osm,yes,google,restaurant,node,9915412506,Aroii,,,ChIJ35vU96pTUkYRCpVcl_y2p_A,Aroii - Nørrebro,"Guldbergsgade 21, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}}",3.6,246,https://maps.google.com/?cid=17341030086200825098&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,9.8,0.526
Arrebo,"Midgårdsgade 1, 2200 København",55.700936,12.541864,osm,yes,osm+google,cafe,node,4717223443,Arrebo,,yes,ChIJV5IsOkxSUkYR93Ay9-31DnE,Arrebo,"Midgårdsgade 1, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.4,361,https://maps.google.com/?cid=8146719178363138295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.6,1.0
Artilleri Cafeen,"Svend Aukens Pl. 1, 2300 København",55.6644904,12.5838891,osm,yes,google,pub,node,899199394,Artillericafeen,,,ChIJ17OcnkFTUkYRtIa6k7FTFRU,Artilleri Cafeen,"Svend Aukens Pl. 1, 2300 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4,223,https://maps.google.com/?cid=1519212471460202164&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.6,0.968
Asador,"Overgaden Neden Vandet 17, 1414 København",55.6723928,12.5900587,osm,yes,google,restaurant,node,727708770,Asador,,,ChIJ2wjj6D5TUkYR5zKWZFHZ3uY,Asador,"Overgaden Neden Vandet 17, 1414 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""900""}}",4.4,971,https://maps.google.com/?cid=16635973017156334311&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.1,1.0
Atelier September,"Gl. Kongevej 100, 1850 Frederiksberg",55.6757716,12.5449805,osm,yes,osm+google,cafe,node,13621107601,Atelier September Gl. Kongevej,,yes,ChIJLaYCAJRTUkYRHZVF4Lb9ACw,Atelier September,"Gl. Kongevej 100, 1850 Frederiksberg",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.5,15,https://maps.google.com/?cid=3170813099557360925&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.8,0.739
Atelier September,"Kronprinsessegade 62, 1306 København",55.6874119,12.5849837,osm,yes,google,cafe,node,10841574556,Atelier September,,,ChIJm4G9f0BTUkYRbQV-f3oSY1U,Atelier September,"Kronprinsessegade 62, 1306 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",3.8,844,https://maps.google.com/?cid=6152781833252504941&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.2,1.0
Atze Peng,"Enghavevej 56, 1674 København",55.6657876,12.5430459,osm,yes,osm+google,bar,node,7331635026,Atze Peng,,yes,ChIJESuJUpxTUkYR1GKSbJQJq4c,Atze Peng,"Enghavevej 56, 1674 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.7,189,https://maps.google.com/?cid=9775917949219136212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.2,1.0
Axelborg Bodega,"Axeltorv 1, 1609 København",55.6752916,12.5643562,osm,yes,google,cafe,node,9426314801,Axelborg Kantine,,,ChIJ35igSwxTUkYRV7mdZYgAdK4,Axelborg Bodega,"Axeltorv 1, 1609 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.2,1504,https://maps.google.com/?cid=12570673045718284631&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,15.9,0.645
